,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
2884,TXN_3131555,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-12-04
2888,TXN_3313000,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-01-08
2889,TXN_3120023,Cookie,3.0,1.0,3.0,Cash,In-store,2023-09-30
2890,TXN_7483257,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-06-05
2891,TXN_3430842,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-08-02
2896,TXN_5118667,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-12
2898,TXN_6989438,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-12-17
2899,TXN_3894820,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,UNKNOWN
2904,TXN_6212975,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-06-08
2905,TXN_4223466,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-05-31
2910,TXN_6608817,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-07-17
2912,TXN_1897660,Tea,3.0,1.5,4.5,Digital Wallet,In-store,UNKNOWN
2913,TXN_9774691,Cake,3.0,3.0,9.0,Credit Card,Takeaway,2023-04-11
2914,TXN_8556230,Cookie,5.0,1.0,5.0,Cash,In-store,2023-05-21
2917,TXN_7666909,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-08-29
2918,TXN_9365558,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-02-12
2919,TXN_6837601,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-02-05
2920,TXN_1713983,Salad,2.0,5.0,10.0,Cash,In-store,2023-05-11
2925,TXN_3465980,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-08
2927,TXN_7343905,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-17
2930,TXN_9470590,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-04-11
2931,TXN_7212607,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-08-06
2932,TXN_8384628,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-08-22
2933,TXN_4200340,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-07-06
2935,TXN_9749434,Cake,5.0,3.0,15.0,Credit Card,Takeaway,ERROR
2937,TXN_4778105,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-08
2941,TXN_4278785,Salad,3.0,5.0,15.0,Cash,In-store,2023-04-29
2942,TXN_4462052,Cookie,1.0,1.0,1.0,Cash,In-store,2023-10-12
2952,TXN_9676940,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-16
2955,TXN_5708913,Cake,2.0,3.0,6.0,Cash,In-store,2023-04-29
2961,TXN_9176418,Smoothie,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-03-02
2964,TXN_7321789,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-05-10
2970,TXN_2152670,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-12-24
2980,TXN_8696065,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-11-04
2982,TXN_1250407,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-11-21
2983,TXN_1617476,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-10
2985,TXN_9725461,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-11-25
2987,TXN_1000555,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-10-19
2995,TXN_9315755,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-09-26
2998,TXN_3530720,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-10-18
2999,TXN_3716067,Tea,5.0,1.5,7.5,Credit Card,In-store,UNKNOWN
3000,TXN_1410102,Salad,1.0,5.0,5.0,Cash,In-store,2023-06-23
3001,TXN_6977098,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-06-09
3002,TXN_7735237,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-01-13
3007,TXN_5282529,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-04-13
3008,TXN_9495930,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-10-23
3009,TXN_3514492,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-02-23
3014,TXN_4227337,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-12-15
3021,TXN_1011236,Cake,1.0,3.0,3.0,Cash,In-store,2023-02-08
3024,TXN_6872268,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-01-07
3027,TXN_3687300,Cookie,2.0,1.0,2.0,Credit Card,In-store,ERROR
3028,TXN_6113452,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-09-21
3036,TXN_3026930,Cake,2.0,3.0,6.0,Cash,In-store,2023-03-23
3038,TXN_2801651,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-07-10
3039,TXN_5005592,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-06-05
3042,TXN_2182790,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-05-05
3046,TXN_4600614,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-27
3051,TXN_4628310,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-20
3053,TXN_8996187,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-28
3056,TXN_6013295,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-11-07
3057,TXN_3200195,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-05-04
3058,TXN_4860027,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-07-28
3060,TXN_5442505,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-09-07
3061,TXN_4708410,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-08
3063,TXN_1898329,Cake,5.0,3.0,15.0,Cash,In-store,2023-04-12
3066,TXN_8147057,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-08-21
3067,TXN_9546556,Juice,5.0,3.0,15.0,Cash,In-store,2023-08-18
3069,TXN_5588239,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-03-31
3070,TXN_6575599,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-10-09
3072,TXN_1229376,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-14
3073,TXN_1732216,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-08-30
3076,TXN_9783697,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-07-14
3080,TXN_3224756,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-20
3083,TXN_9054741,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-06-24
3084,TXN_9063299,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-06-15
3090,TXN_4343391,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-06-01
3091,TXN_6877186,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-12-05
3094,TXN_9818498,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-01
3096,TXN_9155044,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-02-28
3097,TXN_5625110,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-07
3101,TXN_8085790,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-10-27
3102,TXN_3113823,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-03-01
3106,TXN_5841004,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-04-28
3108,TXN_6047742,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-11
3109,TXN_5086795,Salad,1.0,5.0,5.0,Cash,In-store,2023-04-29
3110,TXN_1943186,Salad,2.0,5.0,10.0,Cash,In-store,2023-12-16
3112,TXN_7397017,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,ERROR
3117,TXN_3851247,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-11-23
3119,TXN_5683213,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-10-30
3120,TXN_2052609,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-06-23
3124,TXN_9868053,Juice,3.0,3.0,9.0,Digital Wallet,In-store,UNKNOWN
3125,TXN_2570829,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-31
3127,TXN_5190685,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-11-12
3133,TXN_9203396,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-01-08
3135,TXN_6391414,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-05-08
3136,TXN_2613440,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-04-15
3139,TXN_3475075,Cake,3.0,3.0,9.0,Cash,Takeaway,UNKNOWN
3143,TXN_2666340,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-09-29
3145,TXN_6539480,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-08-25
3153,TXN_8157817,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-08-30
3155,TXN_7620529,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-08-08
3156,TXN_1491670,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-06-28
3158,TXN_2366464,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-06-05
3159,TXN_7994275,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-09-18
3160,TXN_6034920,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-09-09
3161,TXN_4673812,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-05-01
3164,TXN_6543620,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-04-08
3166,TXN_1605048,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-03-16
3168,TXN_2401829,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-02-07
3170,TXN_1937611,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-11-02
3171,TXN_5438111,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-01-06
3173,TXN_5793057,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-02-25
3176,TXN_1660757,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-11-08
3178,TXN_1469462,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-05
3180,TXN_3711712,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-08-20
3183,TXN_1268480,Salad,5.0,5.0,25.0,Cash,In-store,2023-04-18
3188,TXN_4869107,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-01-30
3192,TXN_3088330,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-12-08
3196,TXN_7650834,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-10-29
3197,TXN_4107857,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-01-29
3198,TXN_2052771,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,UNKNOWN
3199,TXN_4635037,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-05-17
3201,TXN_9103776,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-05-03
3202,TXN_7538221,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-03-31
3204,TXN_8807333,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-03-18
3205,TXN_8006056,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-12-19
3211,TXN_6022618,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-12-18
3212,TXN_1665810,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-26
3213,TXN_1399696,Cake,5.0,3.0,15.0,Cash,In-store,2023-04-08
3214,TXN_9154381,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-04-21
3216,TXN_8361813,Cookie,3.0,1.0,3.0,Cash,In-store,2023-08-01
3218,TXN_4754346,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-08-31
3223,TXN_6504165,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-02-13
3228,TXN_4939667,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-01-23
3229,TXN_7126803,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-05-24
3231,TXN_5086063,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-09-28
3242,TXN_6854151,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-02-07
3243,TXN_6862075,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-08-13
3246,TXN_8133627,Cake,5.0,3.0,15.0,Cash,In-store,2023-08-15
3248,TXN_1895899,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-07-17
3250,TXN_5117140,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-08-17
3256,TXN_4036747,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-05-27
3261,TXN_9720549,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-07-30
3264,TXN_5901182,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-07-15
3266,TXN_1923984,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-31
3273,TXN_1315847,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-06-19
3275,TXN_1464150,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-02-14
3281,TXN_1775278,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-02-22
3283,TXN_6252589,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,ERROR
3284,TXN_1411473,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-01-04
3291,TXN_3397978,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-08-01
3292,TXN_8568597,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-04-03
3296,TXN_3643348,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-09-06
3298,TXN_1244509,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-02-21
3301,TXN_9917989,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-10-20
3302,TXN_4933689,Cake,1.0,3.0,3.0,Cash,In-store,ERROR
3303,TXN_4168628,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-04-27
3307,TXN_1765281,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-01-28
3309,TXN_8571235,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-03-01
3311,TXN_2611683,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-04-11
3312,TXN_4271744,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-06-19
3316,TXN_5153086,Tea,3.0,1.5,4.5,Cash,In-store,2023-06-27
3318,TXN_3435509,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-08-19
3320,TXN_8771574,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-05-03
3323,TXN_6177161,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-04-01
3325,TXN_1228652,Salad,1.0,5.0,5.0,Cash,In-store,2023-07-24
3326,TXN_4476151,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-02-15
3328,TXN_6557174,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-08-20
3329,TXN_5089516,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-11-04
3330,TXN_5915706,Tea,1.0,1.5,1.5,Cash,In-store,2023-08-18
3332,TXN_1870303,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-05-05
3334,TXN_7766134,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-01-05
3335,TXN_2617257,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-08-20
3340,TXN_6179169,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-10-21
3342,TXN_3364751,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-04-12
3343,TXN_1097334,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-03-21
3349,TXN_6887407,Cake,3.0,3.0,9.0,Cash,In-store,2023-09-15
3350,TXN_6425991,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-08-06
3351,TXN_6040882,Cookie,1.0,1.0,1.0,Cash,In-store,2023-06-06
3353,TXN_7921799,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-09-14
3357,TXN_7272630,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-03-24
3362,TXN_1244299,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-07-18
3364,TXN_5965095,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-16
3365,TXN_7911650,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-03-13
3371,TXN_9031518,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-01-13
3372,TXN_5781767,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-04-27
3375,TXN_9817602,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-12-26
3378,TXN_5274961,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-11-04
3384,TXN_7068406,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-01-26
3385,TXN_5380220,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-10-18
3387,TXN_7208533,Tea,1.0,1.5,1.5,Cash,In-store,2023-05-15
3396,TXN_1239876,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-04-04
3402,TXN_2727347,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-01-20
3405,TXN_3651337,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-10-25
3406,TXN_4740892,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-19
3410,TXN_3390882,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-07-03
3414,TXN_1872692,Salad,5.0,5.0,25.0,Cash,In-store,2023-08-09
3415,TXN_1372492,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-03-28
3422,TXN_4986514,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-06-06
3423,TXN_1050083,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-06-28
3437,TXN_8241724,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-05-14
3439,TXN_1425215,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-13
3442,TXN_2363378,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-04-23
3447,TXN_8999576,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-04-09
3449,TXN_5513984,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-09-13
3453,TXN_5346493,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-04-08
3456,TXN_6219634,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-09-11
3457,TXN_3539062,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-10-04
3466,TXN_2134911,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-10-07
3470,TXN_9123562,Juice,5.0,3.0,15.0,Credit Card,Takeaway,UNKNOWN
3471,TXN_6991430,Cookie,5.0,1.0,5.0,Cash,In-store,2023-05-31
3475,TXN_5470598,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-14
3476,TXN_3186333,Cookie,5.0,1.0,5.0,Cash,In-store,2023-08-19
3477,TXN_8748633,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-04-27
3479,TXN_6388107,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-12-04
3480,TXN_6506895,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-08-10
3481,TXN_2917211,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-11-19
3484,TXN_6633097,Juice,4.0,3.0,12.0,Credit Card,In-store,UNKNOWN
3485,TXN_7116936,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-05-19
3487,TXN_1914728,Cookie,5.0,1.0,5.0,Cash,In-store,2023-06-16
3488,TXN_4209748,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-10-24
3492,TXN_7054849,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-06-16
3496,TXN_2892693,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-03-02
3500,TXN_6037144,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-09-02
3501,TXN_3494014,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-06-09
3507,TXN_8411549,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-02-15
3509,TXN_1503903,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-03-20
3511,TXN_1260517,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-17
3524,TXN_8490157,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-06
3525,TXN_7878395,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-05-26
3529,TXN_4090464,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-01-16
3530,TXN_2172301,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-04-06
3536,TXN_3680192,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-05-20
3537,TXN_9268974,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-29
3538,TXN_7435796,Coffee,2.0,2.0,4.0,Cash,In-store,2023-11-03
3544,TXN_8139533,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-09-21
3548,TXN_7294526,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-12-02
3549,TXN_5618976,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-12-05
3550,TXN_3964398,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-10-20
3556,TXN_3419352,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-10-22
3564,TXN_6202631,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-07-29
3566,TXN_4726531,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-09-09
3568,TXN_8377812,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-03-27
3571,TXN_2163150,Salad,1.0,5.0,5.0,Cash,In-store,2023-08-25
3572,TXN_2371464,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-09-20
3580,TXN_5276842,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-06-26
3581,TXN_1367003,Salad,5.0,5.0,25.0,Cash,In-store,2023-11-10
3585,TXN_5672156,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-07-05
3591,TXN_3466686,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-03
3592,TXN_6064301,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-07-12
3593,TXN_5005674,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-10-03
3594,TXN_1714471,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-08-17
3599,TXN_1064565,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-03-14
3601,TXN_9104545,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-19
3602,TXN_2108125,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-10-06
3605,TXN_8743849,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-05-04
3608,TXN_4536827,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-10-14
3609,TXN_6226704,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-09-07
3611,TXN_6234070,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-01-31
3614,TXN_7637178,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-05-26
3615,TXN_1281536,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-03-19
3617,TXN_8736069,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-07-06
3622,TXN_9281710,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-08-05
3629,TXN_9131337,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-24
3630,TXN_2278015,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-04-10
3639,TXN_7860054,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-02-07
3641,TXN_8304399,Tea,2.0,1.5,3.0,Cash,In-store,2023-06-08
3643,TXN_9774251,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-16
3644,TXN_4565233,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-11-16
3645,TXN_6898341,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-08-21
3650,TXN_7322436,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-06-29
3651,TXN_1733916,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-01-12
3657,TXN_6309570,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-09-26
3660,TXN_5738282,Cake,4.0,3.0,12.0,Credit Card,In-store,UNKNOWN
3665,TXN_3499910,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-09-29
3669,TXN_8620426,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-11-28
3670,TXN_2037742,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-14
3671,TXN_7013527,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-05-18
3672,TXN_2798420,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-03-17
3677,TXN_9489442,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-02-06
3678,TXN_5506907,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-08
3679,TXN_8155325,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-11-27
3680,TXN_5353468,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-11-30
3685,TXN_7485712,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-04-15
3689,TXN_9810868,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-10-05
3690,TXN_1430778,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-05-26
3692,TXN_4722816,Salad,4.0,5.0,20.0,Cash,In-store,2023-10-19
3696,TXN_7814690,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-05-10
3698,TXN_6083650,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-07-01
3699,TXN_8342990,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-04-23
3700,TXN_4407959,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-01-28
3702,TXN_3422759,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-02-19
3704,TXN_8164332,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-04-22
3713,TXN_3166181,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-05-21
3714,TXN_5644074,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-11-08
3715,TXN_5173881,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-01-29
3718,TXN_9612877,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-03-07
3722,TXN_4296204,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-28
3724,TXN_6478978,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-10-27
3726,TXN_4897182,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-11-26
3728,TXN_7630750,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-03-16
3734,TXN_1269252,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-18
3736,TXN_3193212,Cake,1.0,3.0,3.0,Cash,In-store,2023-11-23
3740,TXN_2370338,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-10-30
3741,TXN_8628848,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-01-29
